CustomerID,Recency,Frequency,Monetary,Churn,Tenure,AvgOrderValue,FrequencyRate,RevenuePerDay
12393.0,71,4,1582.6,0,260,24.728125000000002,0.01532567049808429,6.063601532567049
12394.0,63,2,1272.48,0,153,47.12888888888889,0.012987012987012988,8.262857142857143
12395.0,18,12,3018.63,0,351,19.350192307692307,0.03409090909090909,8.57565340909091
12397.0,35,2,2409.9,0,99,19.126190476190477,0.02,24.099
12398.0,45,1,1635.66,0,0,19.24305882352941,1.0,1635.66
12399.0,118,4,1108.65,1,142,18.790677966101697,0.027972027972027972,7.752797202797203
12401.0,302,1,84.3,1,0,16.86,1.0,84.3
12402.0,322,1,225.6,1,0,20.50909090909091,1.0,225.6
12403.0,49,1,427.7,0,0,85.53999999999999,1.0,427.7
12405.0,148,1,1710.39,1,0,31.67388888888889,1.0,1710.39
12406.0,21,2,3415.3,0,161,32.52666666666667,0.012345679012345678,21.0820987654321
12407.0,49,5,1708.12,0,214,22.18337662337662,0.023255813953488372,7.944744186046512
12408.0,32,5,2888.55,0,227,27.51,0.021929824561403508,12.669078947368423
12409.0,78,3,11072.67,0,103,101.58412844036697,0.028846153846153848,106.46798076923076
12410.0,308,2,693.3299999999999,1,0,26.666538461538458,2.0,693.3299999999999
12412.0,74,3,1226.88,0,94,20.112786885245903,0.031578947368421054,12.914526315789475
12413.0,66,3,758.1,0,270,19.95,0.01107011070110701,2.797416974169742
12414.0,216,3,562.41,1,93,31.244999999999997,0.031914893617021274,5.983085106382978
12415.0,23,21,124914.53,0,313,174.95032212885152,0.06687898089171974,397.816974522293
12417.0,2,9,3649.1,0,354,19.005729166666665,0.02535211267605634,10.279154929577464
12418.0,112,1,668.58,1,0,19.664117647058823,1.0,668.58
12420.0,63,1,600.39,0,0,20.70310344827586,1.0,600.39
12421.0,15,4,807.04,0,303,17.93422222222222,0.013157894736842105,2.654736842105263
12422.0,95,3,803.5600000000001,1,229,20.604102564102565,0.013043478260869565,3.4937391304347827
12423.0,0,8,1859.31,0,352,14.87448,0.0226628895184136,5.267167138810198
12424.0,162,2,1760.96,1,0,58.69866666666667,2.0,1760.96
12425.0,77,1,777.2,0,0,21.58888888888889,1.0,777.2
12426.0,194,1,582.73,1,0,19.424333333333333,1.0,582.73
12427.0,21,3,825.8,0,349,26.638709677419353,0.008571428571428572,2.3594285714285714
12428.0,25,9,7956.46,0,257,27.062789115646257,0.03488372093023256,30.838992248062016
12429.0,8,4,3750.4,0,356,38.66391752577319,0.011204481792717087,10.50532212885154
12430.0,42,1,256.4,0,0,23.30909090909091,1.0,256.4
12431.0,35,15,6487.45,0,338,27.606170212765957,0.04424778761061947,19.13702064896755
12432.0,42,5,5059.32,0,129,46.845555555555556,0.038461538461538464,38.91784615384615
12433.0,0,7,13375.87,0,372,31.847309523809525,0.01876675603217158,35.86024128686327
12434.0,84,2,806.14,0,175,16.122799999999998,0.011363636363636364,4.580340909090909
12435.0,79,2,7829.89,0,188,217.49694444444447,0.010582010582010581,41.42798941798942
12436.0,99,1,509.01,1,0,31.813125,1.0,509.01
12437.0,1,18,4951.41,0,329,24.88145728643216,0.05454545454545454,15.004272727272728
12438.0,13,2,2906.85,0,125,29.66173469387755,0.015873015873015872,23.070238095238093
12441.0,366,1,173.55,1,0,15.77727272727273,1.0,173.55
12442.0,2,1,172.06,0,0,14.338333333333333,1.0,172.06
12444.0,20,5,5005.46,0,149,28.440113636363638,0.03333333333333333,33.369733333333336
12445.0,21,1,133.4,0,0,33.35,1.0,133.4
12446.0,57,1,1002.31,0,0,17.584385964912283,1.0,1002.31
12447.0,242,1,476.49,1,0,18.326538461538462,1.0,476.49
12448.0,43,1,449.45,0,0,20.429545454545455,1.0,449.45
12449.0,21,4,4067.29,0,164,21.294712041884818,0.024242424242424242,24.650242424242425
12450.0,155,2,197.88,1,17,24.735,0.1111111111111111,10.993333333333332
12451.0,10,5,9035.52,0,313,25.524067796610172,0.01592356687898089,28.775541401273887
12452.0,16,2,430.57,0,0,19.571363636363635,2.0,430.57
12453.0,133,1,707.09,1,0,16.443953488372095,1.0,707.09
12454.0,55,1,3528.34,0,0,235.22266666666667,1.0,3528.34
12455.0,72,6,2466.86,0,223,27.409555555555556,0.026785714285714284,11.012767857142858
12456.0,43,3,3181.04,0,210,25.44832,0.014218009478672985,15.07601895734597
12457.0,65,7,2363.23,0,172,38.11661290322581,0.04046242774566474,13.660289017341041
12458.0,70,2,947.4,0,213,24.931578947368422,0.009345794392523364,4.427102803738317
12461.0,93,2,826.88,1,60,23.62514285714286,0.03278688524590164,13.555409836065573
12462.0,18,2,1189.59,0,284,19.186935483870965,0.007017543859649123,4.1739999999999995
12463.0,52,4,1344.78,0,188,16.202168674698793,0.021164021164021163,7.115238095238095
12464.0,9,8,1212.05,0,299,41.79482758620689,0.02666666666666667,4.040166666666667
12465.0,16,2,742.1899999999999,0,152,15.79127659574468,0.013071895424836602,4.850915032679739
12468.0,187,2,729.54,1,128,19.198421052631577,0.015503875968992248,5.655348837209302
12471.0,1,30,19824.05,0,362,43.09576086956522,0.08264462809917356,54.61170798898071
12472.0,31,7,6572.11,0,336,19.386755162241887,0.020771513353115726,19.501810089020772
12473.0,28,5,3938.55,0,162,23.443749999999998,0.03067484662576687,24.162883435582824
12474.0,16,18,7375.79,0,312,17.395731132075472,0.05750798722044728,23.56482428115016
12475.0,53,1,723.38,0,0,20.093888888888888,1.0,723.38
12476.0,15,11,6816.42,0,345,29.255021459227468,0.031791907514450865,19.70063583815029
12477.0,22,6,13219.74,0,278,44.065799999999996,0.021505376344086023,47.38258064516129
12478.0,3,1,680.99,0,0,18.91638888888889,1.0,680.99
12479.0,10,1,527.2,0,0,17.006451612903227,1.0,527.2
12480.0,27,4,3281.63,0,307,21.309285714285714,0.012987012987012988,10.654642857142857
12481.0,22,10,5596.32,0,342,25.789493087557602,0.029154518950437316,16.315801749271134
12483.0,16,8,2484.98,0,322,33.133066666666664,0.02476780185758514,7.69343653250774
12484.0,32,6,4541.72,0,303,13.126358381502891,0.019736842105263157,14.939868421052632
12488.0,9,3,1298.66,0,65,23.612000000000002,0.045454545454545456,19.67666666666667
12489.0,335,1,334.93,1,0,22.328666666666667,1.0,334.93
12490.0,4,10,5417.93,0,324,22.114,0.03076923076923077,16.670553846153847
12491.0,38,1,460.4,0,0,17.70769230769231,1.0,460.4
12492.0,62,2,263.21000000000004,0,42,13.160500000000003,0.046511627906976744,6.121162790697675
12493.0,165,2,433.74,1,31,19.715454545454545,0.0625,13.554375
12494.0,15,7,1246.1,0,349,16.18311688311688,0.02,3.560285714285714
12497.0,81,1,1043.1,0,0,74.50714285714285,1.0,1043.1
12498.0,20,3,403.7000000000001,0,36,17.55217391304348,0.08108108108108109,10.910810810810814
12500.0,22,11,4257.82,0,310,69.80032786885245,0.03536977491961415,13.690739549839227
12501.0,336,1,2169.39,1,0,14.559664429530201,1.0,2169.39
12502.0,95,5,3723.87,1,214,25.332448979591835,0.023255813953488372,17.32032558139535
12504.0,17,2,482.0499999999999,0,12,53.5611111111111,0.15384615384615385,37.08076923076922
12506.0,232,1,73.5,1,0,3.1956521739130435,1.0,73.5
12507.0,133,3,1304.81,1,164,62.13380952380952,0.01818181818181818,7.907939393939394
12508.0,25,2,398.27,0,2,5.772028985507246,0.6666666666666666,132.75666666666666
12509.0,283,1,176.5,1,0,25.214285714285715,1.0,176.5
12510.0,142,2,982.57,1,182,29.774848484848484,0.01092896174863388,5.369234972677596
12512.0,65,2,138.03,0,0,4.059705882352941,2.0,138.03
12513.0,112,1,612.29,1,0,17.494,1.0,612.29
12514.0,266,1,1017.68,1,0,19.95450980392157,1.0,1017.68
12515.0,352,1,383.7,1,0,23.98125,1.0,383.7
12516.0,77,2,1312.06,0,102,50.46384615384615,0.019417475728155338,12.738446601941748
12517.0,27,5,2502.84,0,161,8.812816901408452,0.030864197530864196,15.44962962962963
12518.0,0,5,2056.89,0,109,16.58782258064516,0.045454545454545456,18.698999999999998
12519.0,63,1,340.84000000000003,0,0,18.935555555555556,1.0,340.84000000000003
12520.0,78,5,2634.26,0,194,17.33065789473684,0.02564102564102564,13.509025641025643
12521.0,142,1,599.68,1,0,15.781052631578946,1.0,599.68
12522.0,38,2,192.72,0,12,16.06,0.15384615384615385,14.824615384615385
12523.0,18,11,1789.77,0,312,16.884622641509434,0.03514376996805112,5.7181150159744405
12524.0,8,8,4485.72,0,324,31.150833333333335,0.024615384615384615,13.802215384615385
12526.0,0,3,1316.66,0,93,18.54450704225352,0.031914893617021274,14.007021276595745
12527.0,81,3,348.71000000000004,0,243,19.37277777777778,0.012295081967213115,1.4291393442622953
12528.0,8,6,1933.48,0,303,21.01608695652174,0.019736842105263157,6.360131578947368
12530.0,59,4,1662.28,0,277,25.186060606060607,0.014388489208633094,5.979424460431654
12531.0,14,1,125.22,0,0,7.365882352941177,1.0,125.22
12532.0,29,1,349.83000000000004,0,0,21.864375000000003,1.0,349.83000000000004
12534.0,130,1,1089.18,1,0,17.28857142857143,1.0,1089.18
12535.0,91,2,716.35,1,94,21.069117647058825,0.021052631578947368,7.5405263157894735
12536.0,42,3,12601.830000000002,0,15,48.282873563218395,0.1875,787.6143750000001
12538.0,28,1,363.95,0,0,17.33095238095238,1.0,363.95
12539.0,21,4,5568.35,0,311,20.396886446886448,0.01282051282051282,17.847275641025643
12540.0,19,17,13400.24,0,342,28.03397489539749,0.04956268221574344,39.06775510204081
12541.0,29,3,981.18,0,251,18.868846153846153,0.011904761904761904,3.8935714285714282
12544.0,35,1,372.7,0,0,19.61578947368421,1.0,372.7
12545.0,74,2,1000.39,0,184,20.0078,0.010810810810810811,5.407513513513513
12546.0,46,2,1161.5,0,31,16.833333333333332,0.0625,36.296875
12547.0,197,2,207.8,1,82,25.975,0.024096385542168676,2.5036144578313255
12548.0,165,1,95.2,1,0,19.04,1.0,95.2
12550.0,78,1,964.83,0,0,16.92684210526316,1.0,964.83
12551.0,357,1,168.0,1,0,16.8,1.0,168.0
12552.0,38,2,437.82,0,0,21.891,2.0,437.82
12553.0,7,10,3692.28,0,321,19.33130890052356,0.031055900621118012,11.466708074534163
12556.0,49,2,603.71,0,100,4.989338842975207,0.019801980198019802,5.9773267326732675
12557.0,15,5,11990.96,0,355,363.36242424242425,0.014044943820224719,33.682471910112355
12558.0,7,1,269.96,0,0,24.54181818181818,1.0,269.96
12559.0,310,2,561.71,1,8,26.74809523809524,0.2222222222222222,62.412222222222226
12560.0,4,3,2134.01,0,137,20.32390476190476,0.021739130434782608,15.463840579710146
12561.0,302,1,238.85,1,0,14.928125,1.0,238.85
12562.0,7,7,3781.74,0,190,22.510357142857146,0.03664921465968586,19.799685863874345
12564.0,260,1,456.9,1,0,21.757142857142856,1.0,456.9
12565.0,288,1,145.92,1,0,16.21333333333333,1.0,145.92
12566.0,85,1,351.65,0,0,18.507894736842104,1.0,351.65
12567.0,22,10,9401.28,0,346,21.079103139013455,0.02881844380403458,27.093025936599425
12569.0,1,32,4124.69,0,250,21.939840425531912,0.12749003984063745,16.433027888446215
12571.0,39,2,519.61,0,81,15.28264705882353,0.024390243902439025,6.336707317073171
12572.0,8,2,1020.42,0,43,17.007,0.045454545454545456,23.191363636363636
12573.0,226,1,160.54000000000002,1,0,5.733571428571429,1.0,160.54000000000002
12574.0,315,1,218.45,1,0,19.85909090909091,1.0,218.45
12576.0,35,5,1315.83,0,268,14.952613636363635,0.01858736059479554,4.8915613382899625
12577.0,34,3,657.8,0,323,4.474829931972788,0.009259259259259259,2.0302469135802466
12578.0,20,2,2794.51,0,308,24.51324561403509,0.006472491909385114,9.043721682847897
12579.0,77,1,440.42,0,0,15.18689655172414,1.0,440.42
12580.0,246,1,415.7,1,0,17.320833333333333,1.0,415.7
12581.0,39,1,197.71,0,0,13.180666666666667,1.0,197.71
12582.0,238,2,511.36,1,49,23.243636363636366,0.04,10.2272
12583.0,2,15,7281.38,0,370,29.47927125506073,0.04043126684636118,19.62636118598383
12584.0,3,9,2338.15,0,276,24.355729166666666,0.032490974729241874,8.440974729241878
12585.0,233,2,2040.1,1,117,23.44942528735632,0.01694915254237288,17.288983050847456
12586.0,16,1,196.94000000000003,0,0,17.903636363636366,1.0,196.94000000000003
12587.0,7,1,144.0,0,0,36.0,1.0,144.0
12588.0,38,1,214.9,0,0,21.49,1.0,214.9
12589.0,28,2,646.68,0,115,18.47657142857143,0.017241379310344827,5.574827586206896
12590.0,210,2,9864.26,1,0,145.06264705882353,2.0,9864.26
12591.0,316,1,452.85,1,0,17.41730769230769,1.0,452.85
12592.0,91,2,437.6,1,121,24.311111111111114,0.01639344262295082,3.5868852459016396
12593.0,108,3,418.1,1,110,19.909523809523808,0.02702702702702703,3.766666666666667
12594.0,37,10,3338.2200000000003,0,285,28.290000000000003,0.03496503496503497,11.672097902097903
12596.0,50,2,618.27,0,190,22.898888888888887,0.010471204188481676,3.237015706806283
12597.0,18,4,3811.22,0,248,18.50106796116505,0.01606425702811245,15.306104417670682
12598.0,9,8,3023.08,0,275,22.902121212121212,0.028985507246376812,10.953188405797102
12599.0,28,7,1032.58,0,275,16.654516129032256,0.025362318840579712,3.741231884057971
12600.0,28,10,2599.04,0,342,40.61,0.029154518950437316,7.57737609329446
12601.0,189,5,577.0600000000001,1,142,20.609285714285715,0.03496503496503497,4.035384615384616
12602.0,58,1,153.12,0,0,12.76,1.0,153.12
12603.0,21,1,739.1999999999999,0,0,369.59999999999997,1.0,739.1999999999999
12604.0,78,2,254.18,0,182,15.88625,0.01092896174863388,1.38896174863388
12607.0,59,1,1579.51,0,0,15.63871287128713,1.0,1579.51
12609.0,77,3,1126.85,0,240,18.78083333333333,0.012448132780082987,4.6757261410788375
12610.0,22,5,2099.54,0,103,19.80698113207547,0.04807692307692308,20.187884615384615
12611.0,51,1,1193.32,0,0,18.35876923076923,1.0,1193.32
12612.0,73,1,704.04,0,0,37.054736842105264,1.0,704.04
12613.0,56,5,3344.38,0,204,21.858692810457516,0.024390243902439025,16.314048780487806
12614.0,277,1,315.6,1,0,15.780000000000001,1.0,315.6
12615.0,1,4,2291.19,0,166,21.820857142857143,0.023952095808383235,13.719700598802396
12616.0,94,2,713.3,1,202,22.290625,0.009852216748768473,3.5137931034482754
12617.0,28,1,355.53000000000003,0,0,8.465,1.0,355.53000000000003
12618.0,21,1,177.31,0,0,16.11909090909091,1.0,177.31
12619.0,15,9,3641.24,0,237,40.45822222222222,0.037815126050420166,15.299327731092436
12620.0,14,3,1339.41,0,189,14.558804347826088,0.015789473684210527,7.049526315789474
12621.0,1,20,13689.67,0,364,29.31406852248394,0.0547945205479452,37.50594520547945
12622.0,231,1,180.1,1,0,16.37272727272727,1.0,180.1
12623.0,275,1,305.1,1,0,16.950000000000003,1.0,305.1
12624.0,105,2,641.13,1,71,16.87184210526316,0.027777777777777776,8.904583333333333
12625.0,211,2,2683.82,1,107,31.207209302325584,0.018518518518518517,24.850185185185186
12626.0,22,9,6620.48,0,303,22.51863945578231,0.029605263157894735,21.777894736842104
12627.0,10,7,4478.53,0,129,19.47186956521739,0.05384615384615385,34.450230769230764
12628.0,3,3,786.46,0,60,19.181951219512197,0.04918032786885246,12.892786885245902
12630.0,9,2,1270.88,0,34,19.8575,0.05714285714285714,36.310857142857145
12631.0,56,1,640.5,0,0,20.661290322580644,1.0,640.5
12633.0,58,4,2163.98,0,229,21.425544554455445,0.017391304347826087,9.408608695652173
12635.0,89,2,1689.18,0,65,16.724554455445546,0.030303030303030304,25.593636363636364
12637.0,66,8,6021.9,0,256,15.440769230769229,0.0311284046692607,23.431517509727627
12638.0,32,1,671.69,0,0,17.222820512820515,1.0,671.69
12639.0,238,1,486.1,1,0,22.095454545454547,1.0,486.1
12640.0,23,3,1174.58,0,57,22.16188679245283,0.05172413793103448,20.251379310344827
12641.0,114,1,185.9,1,0,18.59,1.0,185.9
12642.0,24,3,1013.26,0,82,21.558723404255318,0.03614457831325301,12.207951807228916
12643.0,127,6,3344.64,1,204,139.35999999999999,0.02926829268292683,16.315317073170732
12644.0,129,1,477.91,1,0,15.416451612903225,1.0,477.91
12645.0,33,4,1775.18,0,282,24.31753424657534,0.014134275618374558,6.2727208480565375
12646.0,4,2,1346.97,0,44,29.932666666666666,0.044444444444444446,29.932666666666666
12647.0,21,12,3722.82,0,346,30.76710743801653,0.0345821325648415,10.728587896253602
12648.0,154,1,318.05,1,0,15.145238095238096,1.0,318.05
12649.0,106,3,623.51,1,105,20.113225806451613,0.02830188679245283,5.882169811320755
12650.0,2,1,314.44,0,0,15.722,1.0,314.44
12651.0,334,1,114.0,1,0,12.666666666666666,1.0,114.0
12652.0,330,1,919.98,1,0,19.16625,1.0,919.98
12653.0,148,2,2209.85,1,147,51.391860465116274,0.013513513513513514,14.931418918918919
12654.0,10,5,601.98,0,284,15.841578947368422,0.017543859649122806,2.1122105263157893
12656.0,16,5,4051.17,0,216,32.152142857142856,0.02304147465437788,18.668986175115208
12657.0,10,4,1643.18,0,67,34.961276595744685,0.058823529411764705,24.164411764705882
12658.0,18,1,686.05,0,0,19.056944444444444,1.0,686.05
12659.0,29,1,91.68,0,0,18.336000000000002,1.0,91.68
12660.0,10,1,245.1,0,0,18.853846153846153,1.0,245.1
12662.0,0,11,3849.78,0,372,16.73817391304348,0.029490616621983913,10.321126005361931
12664.0,7,9,4881.88,0,314,131.94270270270272,0.02857142857142857,15.498031746031746
12665.0,324,1,63.0,1,0,21.0,1.0,63.0
12667.0,57,1,620.13,0,0,18.791818181818183,1.0,620.13
12668.0,11,4,3807.15,0,343,23.64689440993789,0.011627906976744186,11.067296511627907
12669.0,150,3,2744.0299999999997,1,105,27.168613861386135,0.02830188679245283,25.88707547169811
12670.0,9,5,2996.05,0,222,32.56576086956522,0.02242152466367713,13.435201793721975
12672.0,329,1,225.9,1,0,22.59,1.0,225.9
12673.0,4,2,610.52,0,321,14.536190476190475,0.006211180124223602,1.8960248447204968
12674.0,38,4,1970.6,0,169,23.742168674698792,0.023529411764705882,11.591764705882353
12676.0,24,6,1331.39,0,286,29.586444444444446,0.020905923344947737,4.638989547038328
12678.0,41,12,17628.46,0,311,106.83915151515151,0.038461538461538464,56.501474358974356
12679.0,58,4,1113.02,0,225,23.187916666666666,0.017699115044247787,4.924867256637168
12680.0,0,4,862.81,0,112,16.592499999999998,0.035398230088495575,7.635486725663716
12681.0,14,22,13787.54,0,353,21.610564263322885,0.062146892655367235,38.947853107344635
12682.0,3,31,12288.22,0,367,23.406133333333333,0.08423913043478261,33.39190217391304
12683.0,3,15,8476.57,0,361,24.641191860465117,0.04143646408839779,23.415939226519335
12684.0,7,7,2283.63,0,205,21.748857142857144,0.03398058252427184,11.085582524271846
12685.0,27,6,2863.08,0,65,18.236178343949042,0.09090909090909091,43.379999999999995
12686.0,371,1,89.14,1,0,12.734285714285715,1.0,89.14
12688.0,113,1,4873.8099999999995,1,0,28.501812865497072,1.0,4873.8099999999995
12689.0,25,2,1247.61,0,101,17.327916666666667,0.0196078431372549,12.231470588235293
12690.0,205,1,389.01,1,0,24.313125,1.0,389.01
12691.0,27,6,1035.8,0,329,32.36875,0.01818181818181818,3.1387878787878787
12693.0,126,4,855.91,1,192,21.946410256410257,0.02072538860103627,4.434766839378238
12694.0,69,2,869.67,0,112,23.504594594594593,0.017699115044247787,7.696194690265487
12695.0,6,4,582.1,0,203,21.55925925925926,0.0196078431372549,2.8534313725490197
12697.0,28,3,957.59,0,140,23.355853658536585,0.02127659574468085,6.791418439716312
12700.0,7,4,4939.99,0,207,18.432798507462685,0.019230769230769232,23.74995192307692
12701.0,79,2,797.71,0,162,15.051132075471699,0.012269938650306749,4.893926380368098
12702.0,19,1,219.0,0,0,18.25,1.0,219.0
12703.0,70,1,283.55,0,0,13.502380952380953,1.0,283.55
12704.0,6,8,2340.84,0,162,26.600454545454546,0.049079754601226995,14.360981595092026
12705.0,14,9,6868.29,0,341,20.56374251497006,0.02631578947368421,20.082719298245614
12707.0,291,1,603.42,1,0,18.285454545454545,1.0,603.42
12708.0,29,10,2712.91,0,338,17.27968152866242,0.029498525073746312,8.002684365781711
12709.0,14,15,9736.52,0,351,46.81019230769231,0.04261363636363636,27.66056818181818
12710.0,96,3,1149.02,1,104,14.922337662337663,0.02857142857142857,10.943047619047618
12712.0,28,13,4396.13,0,342,33.053609022556394,0.037900874635568516,12.816705539358601
12713.0,0,1,848.55,0,0,22.330263157894734,1.0,848.55
12714.0,8,5,4708.86,0,285,18.18092664092664,0.017482517482517484,16.464545454545455
12715.0,105,1,353.86,1,0,16.85047619047619,1.0,353.86
12716.0,3,2,1053.49,0,129,15.267971014492753,0.015384615384615385,8.103769230769231
12717.0,150,2,1030.98,1,94,18.74509090909091,0.021052631578947368,10.852421052631579
12718.0,70,1,238.25,0,0,12.539473684210526,1.0,238.25
12719.0,4,2,644.95,0,59,16.53717948717949,0.03333333333333333,10.749166666666667
12720.0,2,25,5781.73,0,366,16.332570621468925,0.0681198910081744,15.754032697547682
12721.0,31,6,2656.13,0,323,16.497701863354038,0.018518518518518517,8.197932098765433
12722.0,84,4,997.63,0,65,18.82320754716981,0.06060606060606061,15.11560606060606
12723.0,3,5,725.07,0,61,10.508260869565218,0.08064516129032258,11.69467741935484
12724.0,4,4,1031.41,0,327,19.460566037735852,0.012195121951219513,3.1445426829268297
12725.0,370,1,427.8,1,0,17.825,1.0,427.8
12726.0,27,7,2609.1,0,329,21.041129032258063,0.021212121212121213,7.906363636363636
12727.0,10,7,3980.7,0,309,28.638129496402875,0.02258064516129032,12.840967741935483
12728.0,70,4,836.33,0,261,18.18108695652174,0.015267175572519083,3.1920992366412215
12729.0,113,1,453.01,1,0,17.423461538461538,1.0,453.01
12731.0,23,12,18895.91,0,341,68.96317518248175,0.03508771929824561,55.25119883040936
12732.0,179,1,236.26,1,0,19.688333333333336,1.0,236.26
12733.0,233,1,383.95,1,0,17.452272727272728,1.0,383.95
12734.0,352,1,110.4,1,0,27.599999999999998,1.0,110.4
12735.0,314,2,779.5699999999999,1,21,18.12953488372093,0.09090909090909091,35.434999999999995
12736.0,332,1,234.0,1,0,58.5,1.0,234.0
12738.0,371,1,155.35,1,0,14.122727272727273,1.0,155.35
12739.0,77,2,1013.04,0,20,26.658947368421053,0.09523809523809523,48.239999999999995
12740.0,63,1,427.6,0,0,15.837037037037037,1.0,427.6
12743.0,133,2,546.43,1,0,4.077835820895522,2.0,546.43
12744.0,51,7,21279.29,0,266,95.85265765765766,0.026217228464419477,79.69771535580524
12747.0,1,11,4196.01,0,366,40.737961165048546,0.02997275204359673,11.433269754768393
12748.0,0,209,33719.73,0,372,7.338352557127313,0.5603217158176944,90.40142091152816
12749.0,3,5,4090.88,0,209,20.55718592964824,0.023809523809523808,19.48038095238095
12750.0,128,1,275.88,1,0,18.392,1.0,275.88
12752.0,80,1,4366.78,0,0,82.3920754716981,1.0,4366.78
12753.0,22,6,21429.39,0,339,108.77862944162436,0.01764705882352941,63.02761764705882
12754.0,235,3,3010.74,1,72,47.78952380952381,0.0410958904109589,41.243013698630136
12755.0,280,2,3811.95,1,85,952.9875000000001,0.023255813953488372,44.324999999999996
12756.0,86,1,112.08,0,0,28.02,1.0,112.08
12757.0,15,13,7857.1,0,195,21.178167115902966,0.0663265306122449,40.08724489795919
12758.0,116,2,2791.59,1,159,28.779278350515465,0.0125,17.4474375
12759.0,51,3,1531.44,0,223,16.12042105263158,0.013392857142857142,6.836785714285715
12762.0,7,2,1898.52,0,17,27.51478260869565,0.1111111111111111,105.47333333333333
12763.0,137,2,494.08,1,230,27.448888888888888,0.008658008658008658,2.138874458874459
12764.0,316,1,1693.88,1,0,37.64177777777778,1.0,1693.88
12766.0,3,7,6989.63,0,362,22.547193548387096,0.01928374655647383,19.25517906336088
12769.0,238,1,1143.6,1,0,35.7375,1.0,1143.6
12770.0,210,1,1351.45,1,0,112.62083333333334,1.0,1351.45
12772.0,59,1,892.47,0,0,16.226727272727274,1.0,892.47
12775.0,16,5,1386.04,0,294,21.00060606060606,0.01694915254237288,4.698440677966102
12778.0,19,6,822.23,0,292,16.4446,0.020477815699658702,2.806245733788396
12779.0,37,8,3981.36,0,333,26.72053691275168,0.023952095808383235,11.920239520958084
12781.0,63,2,826.74,0,221,33.0696,0.009009009009009009,3.724054054054054
12782.0,4,5,2330.92,0,352,22.630291262135923,0.014164305949008499,6.603172804532578
12783.0,1,6,2225.91,0,73,26.49892857142857,0.08108108108108109,30.079864864864863
12784.0,8,2,574.42,0,6,9.73593220338983,0.2857142857142857,82.05999999999999
12785.0,363,1,311.95,1,0,22.282142857142855,1.0,311.95
12787.0,9,3,463.66,0,182,23.183,0.01639344262295082,2.5336612021857925
12789.0,64,1,91.85,0,0,22.9625,1.0,91.85
12790.0,191,1,324.92,1,0,15.472380952380954,1.0,324.92
12791.0,373,1,192.6,1,0,96.30000000000001,1.0,192.6
